"search_string"	"feilstaving_av"
"sosialantr"	"sosialantropolog"
"sosialantrepologi"	"sosialantropologi"
"sosialantrolopogi"	"sosialantropologi"
"sosialantrop"	"sosialantropolog"
"sosialantroplog"	"sosialantropolog"
"sosialantroplogi"	"sosialantropologi"
"sosialantropolgi"	"sosialantropologi"
"sosialantropoli"	"sosialantropologi"
"sosialantropolig"	"sosialantropolog"
"sosialantropoligi"	"sosialantropologi"
"sosialantropologo"	"sosialantropologi"
"sosialemedier"	"sosiale medier"
"sosialkunskap"	"sosialkunnskap"
"sosialkærer"	"sosiallærer"
"sosialnom"	"sosionom"
"sosialog"	"sosiolog"
"sosialogi"	"sosiologi"
"sosialpedagogik"	"spesialpedagogikk"
"sosialpedagoikk"	"spesialpedagogikk"
"sosialpedagok"	"spesialpedagog"
"sosialrådgivere"	"sosialrådgiver"
"sosialt arbe"	"sosialt arbeid"
"sosialt arbei"	"sosialt arbeid"
"sosialt arbeider"	"sosialarbeider"
"sosialt arbied"	"sosialt arbeid"
"sosialt arbrid"	"sosialt arbeid"
"sosialt atbeid"	"sosialt arbeid"
"sosialærer"	"sosiallærer"
"sosianom"	"sosionom"
"sosiaonom"	"sosionom"
"sosilog"	"sosiolog"
"sosilogi"	"sosiologi"
"sosiniom"	"sosionom"
"sosinom"	"sosionom"
"sosinomm"	"sosionom"
"sosinonom"	"sosionom"
"sosinum"	"sosionom"
"sosiobom"	"sosionom"
"sosiogi"	"sosiologi"
"sosiol"	"sosiolog"
"sosiolg"	"sosiolog"
"sosiolgi"	"sosiologi"
"sosiolig"	"sosiolog"
"sosioligi"	"sosiologi"
"sosiolo"	"sosiologi"
"sosiolof"	"sosiolog"
"sosiologo"	"sosiologi"
"sosiology"	"sosiologi"
"sosioloh"	"sosiolog"
"sosioloi"	"sosiologi"
"sosioloig"	"sosiologi"
"sosiomom"	"sosionom"
"sosiomon"	"sosionom"
"sosion"	"sosionom"
"sosionam"	"sosionom"
"sosionm"	"sosionom"
"sosiono"	"sosionom"
"sosiono,"	"sosionom"
"sosiono."	"sosionom"
"sosionomer"	"sosionom"
"sosionon"	"sosionom"
"sosionoom"	"sosionom"
"sosionum"	"sosionom"
"sosioom"	"sosionom"
"soslogi"	"sosiologi"
"sosnom"	"sosionom"
"sosoinom"	"sosionom"
"sosoiologi"	"sosiologi"
"sosoionom"	"sosionom"
"sosoniom"	"sosionom"
"sosped"	"sosped"
"sossionom"	"sosionom"
"sosunom"	"sosionom"
"sosuonom"	"sosionom"
"sosynom"	"sosionom"
"sosyonom"	"sosionom"
"sotra vgs"	"Sotra VGS"
"soviløkonom"	"siviløkonom"
"spansk lærer"	"spansklærer"
"spansklektor"	"spansklektor"
"special pedagog"	"spesialpedagog"
"specialpedagog"	"spesialpedagog"
"spedi"	"sepedi"
"spedialpedagog"	"spesialpedagog"
"speialpedagogikk"	"spesialpedagogikk"
"speisalpedagogikk"	"spesialpedagogikk"
"spenningseffekt"	"spenningseffekt"
"spermbankkonsulent"	"spermbankkonsulent"
"spesalpedagog"	"spesialpedagog"
"spesial agent"	"spesialagent"
"spesial bioingeniør"	"spesialbioingeniør"
"spesial etterforsker"	"spesialetterforsker"
"spesial hjelpepleier"	"spesialhjelpepleier"
"spesial lege"	"spesiallege"
"spesial lærer"	"sosiallærer"
"spesial pedago"	"spesialpedagog"
"spesial pedagogi"	"spesialpedagogikk"
"spesial pedagogik"	"spesialpedagogikk"
"spesial pedagogisk"	"spesialpedagogikk"
"spesial politi"	"spesialpoliti"
"spesial psykolog"	"spesialpsykolog"
"spesial rådgiver"	"spesialrådgiver"
"spesial sjukepleier"	"spesialsykepleier"
"spesial soldat"	"spesialsoldat"
"spesial styrken"	"spesialstyrker"
"spesial styrker"	"spesialstyrker"
"spesial sykepleie"	"spesialsykepleier"
"spesial sykepleier"	"spesialsykepleier"
"spesial sykepleiere"	"spesialsykepleier"
"spesialisert lege"	"legespesialist"
"spesialisertlege"	"legespesialist"
"spesialist lege"	"legespesialist"
"spesialistlege"	"legespesialist"
"spesialkomando"	"spesialkommando"
"spesialoedagog"	"spesialpedagog"
"spesialp"	"spesialpe"
"spesialpedag"	"spesialpedagog"
"spesialpedagigikk"	"spesialpedagogikk"
"spesialpedagikk"	"spesialpedagogikk"
"spesialpedago"	"spesialpedagog"
"spesialpedagof"	"spesialpedagog"
"spesialpedagogo"	"spesialpedagog"
"spesialpedagoikk"	"spesialpedagogikk"
"spesialpedagokikk"	"spesialpedagogikk"
"spesialpedagokk"	"spesialpedagogikk"
"spesialpedaog"	"spesialpedagog"
"spesialpedaogikk"	"spesialpedagogikk"
"spesialpedgog"	"spesialpedagog"
"spesialpedgogikk"	"spesialpedagogikk"
"spesialpedogikk"	"spesialpedagogikk"
"spesialpedsgog"	"spesialpedagog"
"spesialpesagog"	"spesialpedagog"
"spesialsykepeier"	"spesialsykepleier"
"spesialsykepleiere"	"spesialsykepleier"
"spesialsykepleir"	"spesialsykepleier"
"spesiaø"	"spesial"
"spesiel pedagog"	"spesialpedagog"
"spesiel studiekompetanse"	"spesiell studiekompetanse"
"spesiel sykepleier"	"spesialsykepleier"
"spesiell pedagogikk"	"spesialpedagogikk"
"spesiell studie kompetanse"	"spesiell studiekompetanse"
"spesiell studiekompeanse"	"spesiell studiekompetanse"
"spesiell studiekompentanse"	"spesiell studiekompetanse"
"spesiell studiekompitanse"	"spesiell studiekompetanse"
"spesiell studiekopetanse"	"spesiell studiekompetanse"
"spesiell studiokompetanse"	"spesiell studiekompetanse"
"spesiell sykepleier"	"spesialsykepleier"
"spesiellpedagog"	"spesialpedagog"
"spesielpedagog"	"spesialpedagog"
"spesielpedagogikk"	"spesialpedagogikk"
"spesielsykepleier"	"spesialsykepleier"
"spesil"	"spesial"
"spesislpedagog"	"spesialpedagog"
"spess ped"	"spes ped"
"spessialist"	"spesialist"
"spessialpedagog"	"spesialpedagog"
"spessped"	"spes ped"
"spill design"	"spilldesigner"
"spill programerer"	"spillprogrammering"
"spill programmering"	"spillprogrammering"
"spill utvikling"	"spillutvikling"
"spilld"	"spilldesigner"
"spillde"	"spilldesigner"
"spilldesginer"	"spilldesigner"
"spilldesinger"	"spilldesigner"
"spillp"	"spillprogrammerer"
"spillpedagog"	"spesialpedagog"
"spillprogra"	"spillprogrammering"
"spillprogram"	"spillprogrammering"
"spillprogramer"	"spillprogrammering"
"spillprogramerer"	"spillprogrammering"
"spillprogramering"	"spillprogrammering"
"spillutvikl"	"spillutvikler"
"spionprogrammerer"	"spillprogrammering"
"spordrift"	"spor drift"
"sport journalist"	"sportsjournalist"
"sport kommentator"	"sportskommentator"
"sport management"	"sport management"
"sport managment"	"sports management"
"sport manangement"	"sports management"
"sport manegement"	"sports management"
"sport manegment"	"sports management"
"sport mangement"	"sports management"
"sportjournalist"	"sportsjournalist"
"sportpsykolog"	"sportspsykolog"
"sports butikk"	"sportsbutikk"
"sports fisker"	"sportsfiske"
"sports journalistikk"	"sportsjournalistikk"
"sports komentator"	"sportskommentator"
"sports kommentator"	"sportskommentator"
"sports management"	"sport management"
"sports managment"	"sports management"
"sports manegment"	"sports management"
"sports mangement"	"sports management"
"sports psykolog"	"sportspsykolog"
"sports-, rekreasjons- eller kultursenterleder"	"sports-, rekreasjons- eller kultursenter leder"
"sports-, rekreasjons- og kultursenterledere"	"sports-, rekreasjons- og kultursenterledere"
"sportskomentator"	"sportskommentator"
"sportsmanagement"	"sports management"
"sportsmanagment"	"sports management"
"sportsmanegment"	"sports management"
"sprak"	"språk"
"sprangtrener"	"sprangtrener"
"spregningsarbeider"	"sprengningsarbeider"
"spregningsleder"	"sprengningsleder"
"sprengar"	"sprengningsbas"
"sprengbas"	"sprengningsbas"
"sprengbass"	"sprengningsbas"
"sprengebas"	"sprengningsbas"
"sprenging"	"sprenging"
"sprengings"	"sprengningsbas"
"sprengingsarbeider"	"sprengningsarbeider"
"sprengingsbas"	"sprengningsbas"
"sprengning"	"sprenging"
"sprengnings arbeider"	"sprengningsarbeider"
"sprengnings bas"	"sprengningsbas"
"sprengningsarbeider"	"sprengingsarbeider"
"sprening"	"sprengningsbas"
"spreningsbas"	"sprengningsbas"
"sprenning"	"spregning"
"sprinkelmontør"	"sprinkel montør"
"sprok"	"språk"
"språ"	"språk"
"språk forsker"	"språkforsker"
"språk konsulent"	"språkkonsulent"
"språk og etteretning"	"språk og etterretning"
"språk pedagog"	"språkpedagog"
"språk- og etterretningsutdanning"	"språk- og etterretningsutdanning"
"språkl"	"språk"
"språklæraren"	"språklærer"
"språkteknolog"	"språkteknologi"
"språl"	"språk"
"spseialpedagog"	"spesialpedagog"
"spseialpedagogikk"	"spesialpedagogikk"
"spsialpedagog"	"spesialpedagog"
"spsialpedagogikk"	"spesialpedagogikk"
"spsionom"	"sosionom"
"spykiater"	"psykiater"
"spykolog"	"psykolog"
"spykologi"	"psykologi"
"srkitekt"	"arkitekt"
"srvitør"	"servitør"
"sservitør"	"servitør"
"ssykepleier"	"sykepleier"
"ssø"	"SSØ"
"stabiliseringskoordinator"	"stabilisering koordinator"
"stabsjef"	"stabssjef"
"stagnes"	"Stangnes"
"stagnes vgs"	"Stangnes vgs"
"stailist"	"stylist"
"stand vgs"	"Strand vgs"
"starsvitenskap"	"statsvitenskap"
"stasminister"	"statsminister"
"stastmenister"	"statsminister"
"stastviter"	"statsviter"
"stasvitenskap"	"statsvitenskap"
"stataviter"	"statsviter"
"statens natur oppsyn"	"Statens naturoppsyn"
"statens veivesen"	"Statens vegvesen"
"statensnaturoppsyn"	"Statens naturoppsyn"
"statensvegvesen"	"Statens vegvesen"
"statensveivesen"	"Statens vegvesen"
"statensvitenskap"	"statsvitenskap"
"statensvitneskap"	"statsvitenskap"
"statenvitenskap"	"statsvitenskap"
"statestikk"	"statistikk"
"statikar"	"statistikk"
"statis"	"statistikk"
"statmenister"	"statsminister"
"statminister"	"statsminister"
"statoil"	"Statoil"
"stats advokat"	"statsadvokat"
"stats minister"	"statsminister"
"statsekretær"	"statssekretær"
"statsforvalter"	"statsforvalter"
"statskraft"	"Statkraft"
"statsmenister"	"statsminister"
"statsmeterolog"	"statsmeteorolog"
"statsmetrolog"	"statsmeteorolog"
"statsmimister"	"statsminister"
"statsmininster"	"statsminister"
"statsminnister"	"statsminister"
"statsminster"	"statsminister"
"statsvienskap"	"statsvitenskap"
"statsvite"	"statsviter"
"statsvitee"	"statsviter"
"statsvitenkap"	"statsvitenskap"
"statsvitensakp"	"statsvitenskap"
"statsvitensk"	"statsvitenskap"
"statsvitenska"	"statsvitenskap"
"statsvitenskao"	"statsvitenskap"
"statsvitenskaå"	"statsvitenskap"
"statsvitenskp"	"statsvitenskap"
"statsvitere"	"statsviter"
"statsviteskap"	"statsvitenskap"
"statsvitner"	"statsviter"
"statsvitneskap"	"statsvitenskap"
"statsvitnskap"	"statsvitenskap"
"statsvitskap"	"statsvitenskap"
"statvitenskap"	"statsvitenskap"
"statviter"	"statsviter"
"statvitneskap"	"statsvitenskap"
"stavanger"	"Stavanger"
"staylist"	"stylist"
"steinarbeider"	"stenarbeider"
"steinbruddsarbeider"	"steinbruddarbeider"
"steinkjær"	"Steinkjer"
"steinskjer"	"Steinkjer"
"steinsprenger"	"steinsprang"
"stemme skuespiller"	"stemmeskuespiller"
"stemmeskodespel"	"stemmeskuespiller"
"stemmeskuespillet"	"stemmeskuespiller"
"stenlegger"	"steinlegger"
"sterilforsyningsteknikar"	"sterilforsyningstekniker"
"sterilforsyningsteknikker"	"sterilforsyningstekniker"
"sthil"	"STHIL"
"stikkingenør"	"stikkingenør"
"stikkning"	"stikkingenør"
"stikknings"	"stikkingenør"
"stikkningsingeniør"	"stikningsingeniør"
"stikningsingenør"	"stikningsingeniør"
"stilas"	"stillas"
"stilas offshore"	"stillas offshore"
"stilasarbeider"	"stillasarbeider"
"stilasbygger"	"stillasbygger"
"stilasebygger"	"stillasbygger"
"stilasemontør"	"stillasmontør"
"stilasje"	"stillas"
"stilasjemontør"	"stillasmontør"
"stillasbyger"	"stillasbygger"
"stillasebygger"	"stillasbygger"
"stipendat"	"stipendiat"
"stipendia"	"stipendiat"
"stkepleie"	"sykepleier"
"stkepleier"	"sykepleier"
"storbilmekaniker"	"lastebilmekaniker"
"stord vgs"	"Stord VGS"
"storhusholdningsleder"	"storhusholdningsleder"
"strinda vgs"	"Strinda VGS"
"striper"	"stripper"
"stripper"	"stripper"
"stronom"	"astronom"
"struktur ingeniør"	"strukturingeniør"
"strømmen vgs"	"Strømmen VGS"
"strømselger"	"strømselger"
"strålebehandler"	"strålebehandler"
"stråleterap"	"stråleterapi"
"stråleterapaut"	"stråleterapeut"
"studekompetanse"	"studiekompetanse"
"studespesialisering"	"studiespesialisering"
"studie lån"	"studielån"
"studie poeng"	"studiepoeng"
"studie spesialiserende"	"studiespesialiserende"
"studie spess"	"studiespes"
"studie spessialisering"	"studiespesialisering"
"studieforbedrende"	"studieforberedende"
"studieforbedrende utdanningsprogram"	"studieforberedende utdanningsprogram"
"studieforberedene"	"studieforberedende"
"studieforberedene utdanningsprogram"	"studieforberedende utdanningsprogram"
"studieforbredende"	"studieforberedende"
"studieforbredende utdanningsprogram"	"studieforberedende utdanningsprogram"
"studieforbredene"	"studieforberedende"
"studieforbredene utdanningsprogram"	"studieforberedende utdanningsprogram"
"studiekomeptanse"	"studiekompetanse"
"studiekompasset"	"studiekompasset"
"studiekompitanse"	"studiekompetanse"
"studiespeialisering"	"studiespesialisering"
"studiespesaliserende"	"studiespesialiserende"
"studiespesialering"	"studiespesialisering"
"studiespesialiering"	"studiespesialisering"
"studiespesialiser"	"studiespesialisering"
"studiespesialiserande"	"studiespesialiserende"
"studiespesialiserede"	"studiespesialiserende"
"studiespesialiserene"	"studiespesialiserende"
"studiespesialisering ssø"	"studiespesialisering SSØ"
"studiespesialiserng"	"studiespesialisering"
"studiespesialiserning"	"studiespesialisering"
"studiespesialist"	"studiespesialisering"
"studiespesiallisering"	"studiespesialisering"
"studiespesialsering"	"studiespesialisering"
"studiespesialusering"	"studiespesialisering"
"studiespesielisering"	"studiespesialisering"
"studiespesilaisering"	"studiespesialisering"
"studiespesilisering"	"studiespesialisering"
"studiespessialiserende"	"studiespesialiserende"
"studiespessialisering"	"studiespesialisering"
"studiesspesialisering"	"studiespesialisering"
"studievelg"	"studievalg"
"studievelgern"	"Studievelgeren"
"studiospes"	"studspes"
"studiospesialisering"	"studiespesialisering"
"studispesialisering"	"studiespesialisering"
"stuerne"	"stuert"
"stunt mann"	"stuntmann"
"sturmann"	"styrmann"
"stymann"	"styrmann"
"styreman"	"styrmann"
"styremann"	"styrmann"
"styrman"	"styrmann"
"styrmnn"	"styrmann"
"stønt"	"stunt"
"stønt man"	"stuntmann"
"støntman"	"stuntmann"
"støntmann"	"stuntmann"
"støtte pedagog"	"støttepedagog"
"støyper"	"støper"
"stålingeniør"	"stålingeniør"
"stålingenør"	"stålingeniør"
"subseaingeniør"	"subsea-ingeniør"
"suflør"	"sufflør"
"sukepleie"	"sykepleie"
"sukepleier"	"sykepleier"
"supervicer"	"supervisor"
"supply chain managment"	"supply chain management"
"susionom"	"sosionom"
"svaiser"	"sveiser"
"sveinebrev"	"svennebrev"
"sveise ingeniør"	"sveiseingeniør"
"sveise inginør"	"sveiseingeniør"
"sveise inspektør"	"sveiseinspektør"
"sveiseingenør"	"sveiseingeniør"
"sveiseinginør"	"sveiseingeniør"
"sveiseinstruktør"	"sveiseinstruktør"
"sveisekontrollør"	"sveisekontroll"
"sveisekordinator"	"sveisekoordinator"
"sveisere"	"sveiser"
"sveiserfaget"	"sveisefaget"
"sveriser"	"sveiser"
"sveser"	"sveiser"
"svesing"	"sveising"
"svetteforsker"	"svetteforsker"
"svieser"	"sveiser"
"svilingeniør"	"sivilingeniør"
"sviløkonom"	"siviløkonom"
"sviløkonomi"	"siviløkonom"
"sviser"	"sveiser"
"svomming"	"svømming"
"svømme instruktør"	"svømmeinstruktør"
"svømme lærer"	"svømmelærer"
"svømme trener"	"svømmetrener"
"sydesn"	"syden"
"syekepleier"	"sykepleier"
"syekpleier"	"sykepleier"
"syepleie"	"sykepleie"
"syepleier"	"sykepleier"
"sygepleier"	"sykepleier"
"syje"	"syke"
"syjepleie"	"sykepleie"
"syjepleier"	"sykepleier"
"sykdpleier"	"sykepleier"
"syke hjem"	"sykehjem"
"syke pleite"	"sykepleier"
"sykeater"	"psykiater"
"sykebil sjofør"	"sykebilsjåfør"
"sykebilsjofør"	"sykebilsjåfør"
"sykebleier"	"sykepleier"
"sykeepleier"	"sykepleier"
"sykehjemm"	"sykehjem"
"sykehus direktør"	"sykehusdirektør"
"sykehus klovn"	"sykehusklovn"
"sykehuset"	"sykehus"
"sykehusingeniør"	"sykehusingeniør"
"sykehustransport"	"sykehustransport"
"sykel"	"sykkel"
"sykelist"	"syklist"
"sykelog"	"psykolog"
"sykelpeie"	"sykepleie"
"sykelpeier"	"sykepleier"
"sykelpleier"	"sykepleier"
"sykelpleir"	"sykepleier"
"sykeoleie"	"sykepleie"
"sykeoleier"	"sykepleier"
"sykep"	"sykepleie"
"sykepeie"	"sykepleie"
"sykepeier"	"sykepleier"
"sykepeiler"	"sykepleier"
"sykepeleie"	"sykepleier"
"sykepeleien"	"sykepleier"
"sykepeleir"	"sykepleier"
"sykepeler"	"sykepleier"
"sykepelie"	"sykepleie"
"sykepelier"	"sykepleier"
"sykepepleier"	"sykepleier"
"sykepier"	"sykepleier"
"sykepk"	"sykepleie"
"sykepkeier"	"sykepleier"
"sykepl"	"sykepleie"
"sykeplaeier"	"sykepleier"
"sykeplaier"	"sykepleier"
"sykeplayer"	"sykepleier"
"sykeple"	"sykepleie"
"sykeplee"	"sykepleie"
"sykepleer"	"sykepleier"
"sykeplei"	"sykepleie"
"sykepleiar"	"sykepleier"
"sykepleidr"	"sykepleier"
"sykepleie bergen"	"sykepleie Bergen"
"sykepleie ledelse"	"sykepleieledelse"
"sykepleie leder"	"sykepleieleder"
"sykepleie ntnu"	"sykepleie NTNU"
"sykepleie oslo"	"sykepleie Oslo"
"sykepleie trondheim"	"sykepleie Trondheim"
"sykepleiee"	"sykepleier"
"sykepleieer"	"sykepleier"
"sykepleief"	"sykepleier"
"sykepleien"	"sykepleier"
"sykepleier høgskole"	"sykepleierhøgskole"
"sykepleier høgskolen"	"sykepleierhøgskolen"
"sykepleier oslomet"	"sykepleier Oslomet"
"sykepleier utdaning"	"sykepleierutdanning"
"sykepleiere"	"sykepleier"
"sykepleieren"	"sykepleier"
"sykepleiern"	"sykepleier"
"sykepleierr"	"sykepleier"
"sykepleierspesialist"	"sykepleier spesialist"
"sykepleierstudie"	"sykepleierstudiet"
"sykepleiestudie"	"sykepleiestudiet"
"sykepleiet"	"sykepleier"
"sykepleiier"	"sykepleier"
"sykeplein"	"sykepleier"
"sykepleioer"	"sykepleier"
"sykepleir"	"sykepleier"
"sykepleire"	"sykepleier"
"sykepleirer"	"sykepleier"
"sykepleirr"	"sykepleier"
"sykepleiw"	"sykepleie"
"sykepleiwe"	"sykepleier"
"sykepleiwr"	"sykepleier"
"sykepleje"	"sykepleie"
"sykeplejer"	"sykepleier"
"sykepleo"	"sykepleie"
"sykepleoe"	"sykepleier"
"sykepleoer"	"sykepleier"
"sykepler"	"sykepleier"
"sykeplere"	"sykepleier"
"sykeplerer"	"sykepleier"
"sykeplerie"	"sykepleier"
"sykeplerier"	"sykepleier"
"sykepleuer"	"sykepleier"
"sykepleyer"	"sykepleier"
"sykeplie"	"sykepleie"
"sykeplier"	"sykepleier"
"sykepliere"	"sykepleier"
"sykeplrier"	"sykepleier"
"sykeplwier"	"sykepleier"
"sykeplyer"	"sykepleier"
"sykeplæier"	"sykepleier"
"sykepmeier"	"sykepleier"
"sykepoleier"	"sykepleier"
"sykepøeier"	"sykepleier"
"sykerpleier"	"sykepleier"
"sykeå"	"sykepleie"
"sykeåleier"	"sykepleier"
"sykhjem"	"sykehjem"
"sykiater"	"psykiater"
"sykiatri"	"psykiatri"
"sykjepleier"	"sykepleier"
"sykkelist"	"syklist"
"sykkelrepratør"	"sykkelreparatør"
"sykkepleie"	"sykepleie"
"sykkepleier"	"sykepleier"
"sykklist"	"syklist"
"syklepleie"	"sykepleier"
"syklepleier"	"sykepleier"
"syklogi"	"psykologi"
"sykolog"	"psykolog"
"sykologi"	"psykologi"
"sykology"	"psykologi"
"sykoloh"	"psykolog"
"sykolåg"	"psykolog"
"sykpeiler"	"sykepleier"
"sykpelier"	"sykepleier"
"sykple"	"sykepleie"
"sykplei"	"sykepleie"
"sykpleie"	"sykepleie"
"sykpleier"	"sykepleier"
"sykpleir"	"sykepleier"
"sykplier"	"sykepleier"
"sykr"	"syke"
"sykriater"	"psykiater"
"sykriatisk sykepleier"	"psykiatrisk sykepleier"
"sykriatri"	"psykiatri"
"sykrpleier"	"sykepleier"
"sykwpleier"	"sykepleier"
"sylepleie"	"sykepleie"
"sylepleier"	"sykepleier"
"sylist"	"stylist"
"synonom"	"synonym"
"sypepleier"	"sykepleier"
"sypleier"	"sykepleier"
"syrmann"	"styrmann"
"sysinom"	"sosionom"
"sysionom"	"sosionom"
"sysonom"	"sosionom"
"system ansvarlig"	"systemansvarlig"
"system ingeniør"	"systemingeniør"
"system konsulent"	"systemkonsulent"
"system operatør"	"systemoperatør"
"system utvikling"	"systemutvikling"
"systemanalytikere"	"systemanalytiker"
"systemarkitet"	"systemarkitekt"
"systematiker"	"systematiker"
"systemut"	"systemutvikler"
"systemutviklee"	"systemutvikler"
"systemutviklere"	"systemutvikler"
"systemutvilker"	"systemutvikler"
"sysyonom"	"sosionom"
"sytebas"	"skytebas"
"syykepleier"	"sykepleier"
"sækreter"	"sekretær"
"sækretær"	"sekretær"
"sæppelmann"	"søppelmann"
"sølvsme"	"sølvsmed"
"søm og tekstilhåndverk vg2"	"søm og tekstilhåndverk vg2"
"søpel"	"søppel"
"søpel man"	"søppelmann"
"søpel mann"	"søppelmann"
"søpelbil"	"søppelbil"
"søpelkjører"	"søppelkjører"
"søpell"	"søppel"
"søpellman"	"søppelmann"
"søpelltømmer"	"søppeltømmer"
"søpelmenn"	"søppelmann"
"søpeltømer"	"søppeltømmer"
"søpeltømmer"	"søppeltømmer"
"søplamann"	"søppelmann"
"søple"	"søppel"
"søple man"	"søppelmann"
"søpleman"	"søppelmann"
"søplemann"	"søppelmann"
"søplemenn"	"søppelmann"
"søpletømmer"	"søppeltømmer"
"søppel bil"	"søppelbil"
"søppel kjører"	"søppelkjører"
"søppel plukker"	"søppelplukker"
"søppel tømer"	"søppeltømmer"
"søppel tømmer"	"søppeltømmer"
"søppelarbeider"	"skolearbeider"
"søppelbetjent"	"søppelbetjent"
"søppelbil sjofør"	"søppelbilsjåfør"
"søppelbil sjåfør"	"søppelbilsjåfør"
"søppelbilkjører"	"søppelbilkjører"
"søppelbilsjofør"	"søppelbilsjåfør"
"søppeldame"	"søppelmann"
"søppelkaster"	"søppelkaster"
"søppelkjørere"	"søppelkjører"
"søppellmann"	"søppelmann"
"søppelm"	"søppel"
"søppelma"	"søppelmann"
"søppelmamm"	"søppelmann"
"søppelmamn"	"søppelmann"
"søppelman"	"søppelmann"
"søppelmanb"	"søppelmann"
"søppelmanm"	"søppelmann"
"søppelmen"	"søppelmann"
"søppelmenn"	"søppelmann"
"søppeltømer"	"søppeltømmer"
"søppemann"	"søppelmann"
"søppeømann"	"søppelmann"
"søppl"	"søppel"
"søpple"	"søppel"
"søpplebil"	"søppelbil"
"søppleman"	"søppelmann"
"søppletømmer"	"søppeltømmer"
"søpppel"	"søppel"
"søpppelmann"	"søppelmann"
"sør øst norge"	"Sørøst-Norge"
"sør-øst norge"	"Sørøst-Norge"
"sørvis og samferdsel"	"service og samferdsel"
